	Num	Sequence	Age	Class
7806	7807	00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000010000000 00000000000001000000 00000000100000000000 00000000000010000000 00000000000001000000 00000000100000000000 00000000000000000010 00000000000000000001 00000000000000000001 00100000000000000000	24	0 0 0 0 0 0 0 1
7807	7808	00010000000000000000 00000000010000000000 01000000000000000000 00000000000001000000 00000000000000000001 00000000010000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000001000000 00000100000000000000 00000000100000000000	42	0 0 0 0 0 1 0 0
7808	7809	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000010000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000010000000	34	0 0 0 0 0 0 1 0
7809	7810	00010000000000000000 00000001000000000000 00010000000000000000 00000000001000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000100 01000000000000000000 00000000001000000000 01000000000000000000 00000000001000000000 00000000100000000000 00000100000000000000	87	1 0 0 0 0 0 0 0
7810	7811	00000000010000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00001000000000000000 00000001000000000000 00001000000000000000	38	0 0 0 0 0 1 0 0
7811	7812	00000000000000000001 00000000000001000000 00000000000000000100 01000000000000000000 00000000000010000000 00000000100000000000 00000000000000000001 00000000000000000010 00000000000000010000 00000000010000000000 00000000100000000000 00000000000001000000 00000000000000000010 00010000000000000000 00000000100000000000 00100000000000000000	35	0 0 0 0 0 0 1 0
7812	7813	00000000100000000000 00000000000000010000 00000000000001000000 00000000000001000000	48	0 0 0 0 1 0 0 0
7813	7814	00000000000001000000 01000000000000000000 00000000000000000010 00000100000000000000 00000001000000000000 00100000000000000000	20	0 0 0 0 0 0 0 1
7814	7815	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000010000000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000001000000 00000000000100000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000001000000	26	0 0 0 0 0 0 1 0
7815	7816	00000000000001000000 01000000000000000000 00000100000000000000 00000001000000000000 00100000000000000000	27	0 0 0 0 0 0 1 0
7816	7817	00000000010000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000010 00000000000010000000 00000000000001000000	22	0 0 0 0 0 0 0 1
7817	7818	00000000000000010000 00000000000001000000 00000000010000000000 00000000000001000000 01000000000000000000 00000000000010000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000100000000000 01000000000000000000 00000000100000000000 00000000000000000001 00000000100000000000 00000000000000001000 00000000000000000100 00000000000000010000 00000000000000000001 00000000100000000000	54	0 0 0 0 1 0 0 0
7818	7819	00010000000000000000 00000000000001000000 00000000000001000000 01000000000000000000 00000000001000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000	24	0 0 0 0 0 0 0 1
7819	7820	00010000000000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000001000000000 00000000000000000010 00000000001000000000 01000000000000000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000001000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000100000000000 00000100000000000000	25	0 0 0 0 0 0 0 1
7820	7821	00000000001000000000 00000100000000000000 00000000000100000000 00000000000001000000 00000000001000000000 00000100000000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000000000000010 00000000001000000000 01000000000000000000 00000100000000000000 00000000000001000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000000001 00100000000000000000	21	0 0 0 0 0 0 0 1
7821	7822	00000000100000000000 00000000010000000000 00000000000000000001 00000000000001000000 00010000000000000000 00000000000001000000 00000000000001000000 00000000100000000000 00100000000000000000	53	0 0 0 0 1 0 0 0
7822	7823	00000000010000000000 00000000010000000000 00100000000000000000	32	0 0 0 0 0 0 1 0
7823	7824	00001000000000000000 00000000000001000000 00000000000010000000 01000000000000000000 00000000000000000001 00001000000000000000	46	0 0 0 0 1 0 0 0
7824	7825	00000000001000000000 00000000100000000000 00000000000000000100 00000000000000000100 00000000000000000001 00000000000100000000 01000000000000000000 00000000000000000001 00000000010000000000 00000000100000000000 00001000000000000000 00000000000001000000 01000000000000000000 00000000000000000001 00000000000100000000 01000000000000000000 00000000100000000000 00000000100000000000 00100000000000000000	34	0 0 0 0 0 0 1 0
7825	7826	00000000000001000000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000001000 00000000000000000001 00000000000001000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00100000000000000000	57	0 0 0 1 0 0 0 0
7826	7827	00000000000000000001 00000000000001000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000100 00000000000000000001 00000000000000001000 00000000000000000010 00000000010000000000 00000000100000000000 01000000000000000000 00000000001000000000 00000000100000000000 00100000000000000000	30	0 0 0 0 0 0 1 0
7827	7828	00010000000000000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000001000000 00000000001000000000 01000000000000000000 00000000100000000000 00000000100000000000 01000000000000000000 00000000000000000001 00000000100000000000 00000000000000000001	29	0 0 0 0 0 0 1 0
7828	7829	00000000010000000000 00000000010000000000 00000000100000000000 01000000000000000000 01000000000000000000 00000000000000010000 00000000000010000000 00000100000000000000 00000100000000000000	55	0 0 0 0 1 0 0 0
7829	7830	00000000000000100000 00000000100000000000 00000000000000100000 00000000100000000000 00000000000000100000 00000000100000000000 00000000100000000000 00001000000000000000	32	0 0 0 0 0 0 1 0
7830	7831	00000000000000100000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000100 00000000000000000100 00000000000000000001 00000000000000001000 00000000001000000000 01000000000000000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000010000000000 00100000000000000000	26	0 0 0 0 0 0 1 0
7831	7832	00000000000000000100 00000000000000000001 00000000001000000000 01000000000000000000 00000000100000000000 00000000100000000000 00000100000000000000 00000100000000000000 00000001000000000000 00100000000000000000	31	0 0 0 0 0 0 1 0
7832	7833	00010000000000000000 00000001000000000000 00010000000000000000 00000000000000100000 00000000000000000100 01000000000000000000 10000000000000000000 00000000000001000000	20	0 0 0 0 0 0 0 1
7833	7834	00010000000000000000 00000000000000010000 00000000000001000000	36	0 0 0 0 0 1 0 0
7834	7835	00000000001000000000 00000000000000000100 01000000000000000000 00000100000000000000 00000000000001000000 00000000010000000000 00000000000001000000 00000000100000000000	25	0 0 0 0 0 0 0 1
7835	7836	00000000000000010000 00000000010000000000 00000000010000000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000010000000000 00000001000000000000 00000000010000000000 00100000000000000000	30	0 0 0 0 0 0 1 0
7836	7837	00000000010000000000 01000000000000000000 00000000000000000001 00100000000000000000	74	0 0 1 0 0 0 0 0
7837	7838	01000000000000000000 00000000000100000000 00000000000000001000 01000000000000000000 00000000000001000000 00000000100000000000 00000000100000000000 00100000000000000000	42	0 0 0 0 0 1 0 0
7838	7839	00010000000000000000 01000000000000000000 00000000000000000001 00000000100000000000 00100000000000000000	25	0 0 0 0 0 0 0 1
7839	7840	00000000001000000000 01000000000000000000 00000000000000000001 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000100000000000000 00000001000000000000 00100000000000000000	20	0 0 0 0 0 0 0 1
7840	7841	00000000000000000001 00000000010000000000 00000000100000000000 00000000000000000001 00000000000000000001 00000000010000000000 01000000000000000000 00000000000000000010 00000000000010000000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000000000010000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000010000000 00000000000001000000 00000000100000000000 00100000000000000000	27	0 0 0 0 0 0 1 0
7841	7842	00000000000001000000 00100000000000000000	24	0 0 0 0 0 0 0 1
7842	7843	00000000000000100000 00000000000000100000 00000100000000000000 01000000000000000000 00000000000000010000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000010 00000000010000000000 00000000100000000000 00100000000000000000	21	0 0 0 0 0 0 0 1
7843	7844	01000000000000000000 00000000000100000000 00000000000000000010 00000000000001000000 00000000000000000010 00000000010000000000 00000000010000000000 00001000000000000000 00000001000000000000 00100000000000000000	26	0 0 0 0 0 0 1 0
7844	7845	01000000000000000000 00000000000000010000 00000000000000000001 00000000010000000000 00000000000000010000 00000000000001000000 00000000100000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00100000000000000000	25	0 0 0 0 0 0 0 1
7845	7846	00000000000000010000 00000000010000000000 00000000010000000000 00000000000000000010 00000000000001000000 00000100000000000000 00000000010000000000 00000000010000000000 00100000000000000000	21	0 0 0 0 0 0 0 1
7846	7847	00010000000000000000 01000000000000000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000000000000100 00000000000000010000 01000000000000000000 00000000000000000100 00000000001000000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000010000000000 00000000010000000000 00000000100000000000	53	0 0 0 0 1 0 0 0
7847	7848	00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000000000000100000 00000000000000100000 00000000000000100000 00000000000000100000 00000000000000100000 00000100000000000000 00000100000000000000	27	0 0 0 0 0 0 1 0
7848	7849	00010000000000000000 00000001000000000000 00010000000000000000 01000000000000000000 00000000000000000100 00000000000000010000 00000000000001000000 00000000000001000000 00000000100000000000	39	0 0 0 0 0 1 0 0
7849	7850	00001000000000000000 00000000010000000000 00000000100000000000 00000000010000000000 01000000000000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000100000000000000	28	0 0 0 0 0 0 1 0
